Accepted.Name,mean.m1.length,mean.m1.width,overall.n.sampled.m1.length,overall.n.sampled.m1.width,measured.m1,ref,notes,Uncertain,alt.body.mass,continent
Telacodon laevis,,,,,,,no molars,,,
Thereuodon dahmani,,,,,,,upper tooth,,,
Thereuodon taraktes,,,,,,,upper teeth,,,
Tombaatar sabuli,,,,,,,no lower teeth,,,
Trapalcotherium matuastensis,,,,,,,isolated teeth,,,
Tribactonodon bonfieldi,,,,,,"The oldest tribosphenic mammal from Laurasia (Purbeck Limestone Group, Berriasian, Cretaceous, UK) and its bearing on the ‘dual origin’ of Tribosphenida. Denise Sigogneau-Russell, Jeremy J. Hooker, Paul C. Ensom. 2001",a right lower molar,,,
Tribotherium africanum,,,,,,,upper tooth,,,
Triconodon mordax,2.565789474,0.855263158,1,1,Y IMAGE,"TOOTH ERUPTION IN THE EARLY CRETACEOUS
BRITISH MAMMAL TRICONODON AND
DESCRIPTION OF A NEW SPECIES 2020. KAI R. K. JAGER, RICHARD L. CIFELLI and THOMAS MARTIN",PV OR 47764 may be most mature specimen,,,
Tricorynopus brinkmani,,,,,,,"ichnospecies, possibly aves",,,
Trioracodon ferox,,,,,,,unsure if m1 present,,,
Trioracodon major,,,,,,Owen Monograph of the fossil Mammalia of the Mesozoic formations,unsure if m1 present. Original description says m2 perserved,,,
Trioracodon oweni,,,,,,,,,,
Tsagandelta dashzevegi,,,,,,,a partial dentary with m2-m3,,,
Turgidodon lillegraveni,,,,,,,no m1,,,
Turgidodon praesagus,,,,,,,ramus with m3,,,
Turgidodon rhaister,,,,,,"T. S. Kelly. 2014. Preliminary report on the mammals form Lane's Little Jaw Site Quarry: a latest Cretaceous (earliest Puercan?) local fauna, Hell Creek Formation, southeastern Montana. Paludicola 10(1):50-91",Unknown molar,,,
Uchkudukodon nessovi,1.165,0.845,2,2,,"Archibald, J.D. and Averianov, A.O. 2006. Late Cretaceous asioryctitherian eutherian mammals from Uzbekistan and
phylogenetic analysis of Asioryctitheria. Acta Palaeontologica Polonica 51 (2): 351–376.",,,,
Ukhaatherium nessovi,,,,,,,"might have m1, not reported. Whole body fossil",,,
Unnuakomys hutchisoni,1.26,0.74,5,5,,"Northernmost record of the Metatheria: a new Late Cretaceous pediomyid from the North Slope of Alaska
JJ Eberle et al. 2019",,,,
Uzbekbaatar kizylkumensis,,,,,,,no m1,,,
Uzbekbaatar wardi,,,,,,,left p4,,,
Valenopsalis joyneri,,,,,,,only maxila,,,
Valentinella vitrollense,3.4,2.35,1,1,,"Tabuce, R., Vianey?Liaud, M., and Garcia, G. 2004. A eutherian mammal in the latest Cretaceous of Vitrolles, southern
France. Acta Palaeontologica Polonica 49 (3): 347–356","m1: L = 4.04, W = 2.8, LTa = 2.45 from New eutherian mammals from the Late Cretaceous of Aix-en-Provence Basin, south-eastern France 
Rodolphe Tabuce, Thierry Tortosa, Monique Vianey-Liaud, Géraldine Garcia, Renaud Lebrun, Pascal Godefroit, Yves Dutour, Sévérine Berton, Xavier Valentin, Gilles Cheylan 2013.",,,
Varalphadon creber,,,,,," Marsupial mammals from the early Campanian Milk River Formation, Alberta, Canada. Zoological Journal of the Linnean Society 50(suppl. 1):145-164",cant find paper,,,
Varalphadon crebreforme,,,,,,M2,,,,
Varalphadon janetae,,,,,,m3,,,,
Vincelestes neuquenianus,,,,,,"Description of a Cranial Endocast From
the Fossil Mammal Vincelestes
neuquenianus (Theriiformes) and Its
Relevance to the Evolution of
Endocranial Characters in Therians
THOMAS E. MACRINI,1
* GUILLERMO W. ROUGIER,2 AND TIMOTHY ROWE1","m1 not able to be accessed for measurements. body mass estimated as 619 g for
MACN-N 04 based on something other than m1",,,
Vintana sertichi,,,,,,,skull only,,,
Viridomys orbatus,,,,,,,fragments of teeth,,,
Yanoconodon allini,,,,,,,unlikely that m1 can be properly measured as on slab,,,
Yaverlestes gassoni,0.826,0.762,,,,"STEVEN C. SWEETMAN, 2008. A spalacolestine spalacotheriid (Mammalia, Trechnotheria) from the Early Cretaceous (Barremian) of southern England and its bearing on spalacotheriid evolution",,,,
Yubaatar zhongyuanensis,9.2,3.58,,,,"Largest known Mesozoic multituberculate from Eurasia and implications for multituberculate evolution and biology Li Xu, Xingliao Zhang, Hanyong Pu, Songhai Jia, Jiming Zhang, Junchang Lü & Jin Meng",,,,
Zalambdalestes grangeri,2.31,1.91,,,,"ZOFIA KIELAN-JAWOROWSKA
PRELIMINARY DATA ON THE UPPER CRETACEOUS EUTHERIAN
MAMMALS FROM BAYN DZAK, GOBI DESERT",Z. Pal. MgM-1/14,,,
Zalambdalestes lechei,,,,,,,AMNH 21708 has m1 and would be measurable in person but not from the photo. Check phd images of jaws.,,,
Zhalmouzia bazhanovi,,,,,,,m1 missing from mandable,,,
Zhangheotherium quinquecuspidens,1.5,1,1,1,,"A new symmetrodont mammal from China and its implications for mammalian evolution Yaoming Hu, Yuanqing Wang, Zhexi Luo & Chuankui Li",,,,
Zhangolestes jilinensis,2.18,1.65,,,,,,,,
Zhelestes temirkazyk,2.394230769,1.692307692,1,1,Y IMAGE,"J. DAVID ARCHIBALD and ALEXANDER AVERIANOV. 2010. Phylogenetic analysis, taxonomic revision, and dental
ontogeny of the Cretaceous Zhelestidae
(Mammalia: Eutheria)",,,,
Zofialestes longidens,2.43,1.95,,,,"Fostowicz-Frelik, ?. 2016. A new zalambdalestid (Eutheria) from the Late Cretaceous of
Mongolia and its implications for the origin of Glires. Palaeontologia Polonica 67, 127–136.
LSID urn:lsid:zoobank.org:pub:DC3BF9B8-6689-46FD-AF5C-116A5195F68A",,,,
Zygiocuspis goldingi,,,,,,A PRIMITIVE HIGHER MAMMAL FROM THE LATE CRETACEOUS OF SOUTHERN UTAH RICHARD L. CIFELL,single upper molar,,,
Mesodma sp.,2.11,1.01,1,1,,,UW 17044a,,,
Vilevolodon diplomylos,2.14,1.255,2,2,,,sample number (2) is left and right dentary of same individual,,,
Scalaridelphys martini,3.085,1.755,2,2,,"Joshua E. Cohen, Brian M. Davis & Richard L. Cifelli (2020) Geologically
Oldest Pediomyoidea (Mammalia, Marsupialiformes) from the Late Cretaceous of North America,
with Implications for Taxonomy and Diet of Earliest Late Cretaceous Mammals, Journal of
Vertebrate Paleontology, 40:5, e1835935, DOI: 10.1080/02724634.2020.1835935",new name for Scalaria martini,,,
Bocaconodon tamaulipensis,,,,,,,no m1,,,
Altacreodus magnus,5.25,3.5,1,1,,"Lillegraven, J.A. 1969. Latest Cretaceous mammals of upper part of Edmonton
Formation of Alberta, Canada, and review of marsupial-placental dichotomy
in mammalian evolution. The University of Kansas Paleontological Contributions, 50: 1–122. doi:1808/3825.","based on UALVP 3791 only. Measurements reported as Cimolestes magnus, but see Fox, R. C. (2015). A revision of the Late Cretaceous–Paleocene eutherian mammal Cimolestes Marsh, 1889.",,,
Xianshou songae,1.577235772,0.829268293,1,1,Y IMAGE,"Bi, Shundong; Wang, Yuanqing; Guan, Jian; Sheng, Xia; Meng, Jin (2014). Three new Jurassic euharamiyidan species reinforce early divergence of mammals. Nature, 514(7524), 579–584. doi:10.1038/nature13718 ",,Y,,
Xianshou linglong,2.292682927,1.463414634,1,1,Y IMAGE,"Bi, Shundong; Wang, Yuanqing; Guan, Jian; Sheng, Xia; Meng, Jin (2014). Three new Jurassic euharamiyidan species reinforce early divergence of mammals. Nature, 514(7524), 579–584. doi:10.1038/nature13718 ",,Y,,
Rewaconodon indicus,,,,,,,no m1,,,
Inditherium floris,,,,,,,no m1,,,
Tikiodon cromptoni,,,,,,,no m1,,,
Storchodon cingulatus,,,,,,,right upper molar,,,
Simpsonodon sibiricus,,,,,,"NEW DOCODONTANS FROM THE MIDDLE JURASSIC OF SIBERIA AND REANALYSIS OF DOCODONTA INTERRELATIONSHIPS A.O. Averianov, A.V. Lopatin, S.A. Krasnolutskii and S.V. Ivantsov","unknown molars. PIN 5087/5: antepenultimate
molariform tooth: L=1.6, W=0.8; penultimate molariform tooth: L=1.5, W=0.8; ultimate molariform
tooth: L=1.2, W=0.7",,,
Millsodon superstes,2.4,1.4,1,1,,"Butler, P.M. and Hooker, J.J. 2005. New teeth of allotherian mammals from the English Bathonian, including the earliest
multituberculates. Acta Palaeontologica Polonica 50 (2): 185–207",BMNH M46645,,,
Kirtlingtonia catenata,,,,,,"Butler, P.M. and Hooker, J.J. 2005. New teeth of allotherian mammals from the English Bathonian, including the earliest
multituberculates. Acta Palaeontologica Polonica 50 (2): 185–207",no m1,,,
Polonodon wozniekiensis,,,,,,"Tomasz Sulej, Grzegorz Nied?wiedzki, Mateusz Ta?anda, Dawid Dró?d? &
Ewa Hara (2020) A new early Late Triassic non-mammaliaform eucynodont from Poland, Historical
Biology, 32:1, 80-92, DOI: 10.1080/08912963.2018.1471477",unknown molars,,,
Adalatherium hui,,,,,,,no measurable m1,,,
Cifellilestes ciscoensis,,,,,,"B. M. Davis, K. R. K. Jäger, G. W. Rougier, K. Trujillo, and K. Chamberlain. 2022. A morganucodontan mammaliaform from the Upper Jurassic Morrison Formation, Utah, USA. Acta Palaeontologica Polonica 67(1):77-93",upper dentition only,,,
Triconodon averianovi,2.13592233,0.995145631,1,1,Y IMAGE,"TOOTH ERUPTION IN THE EARLY CRETACEOUS
BRITISH MAMMAL TRICONODON AND
DESCRIPTION OF A NEW SPECIES 2020. KAI R. K. JAGER, RICHARD L. CIFELLI and THOMAS MARTIN",NHMUK PV OR 48395 ,,,
Bryceomys fumosus,2.66,1.61,2,2,,CENOMANIAN AND TURONIAN (EARLY LATE CRETACEOUS) MULTITUBERCULATE MAMMALS FROM SOUTHWESTERN UTAH JEFFREY G. EATON,,,,
Kryoparvus gerriti,,,,,,"Rich et al, 2020. A Third, Remarkably Small, Tribosphenic Mammal from the Mesozoic of Australia",m1 broken. VERY small mammal,,1.51g - 1.07g,
Cifelliodon wahkarmoosuch,,,,,,"A. K. Huttenlocker, D. M. Grossnickle, J. I. Kirkland, J. A. Schultz, and Z.-X. Luo. 2018. Late-surviving stem mammal links the lowermost Cretaceous of North America and Gondwana. Nature",,,0.91–1.27 kg,
Hercynodon germanicus,,,,,,"A derived dryolestid mammal indicates possible insular endemism
in the Late Jurassic of Germany. 2020.
Thomas Martin & Alexander O. Averianov & Julia A. Schultz & Achim H. Schwermann & Oliver Wings",isolated upper molars,,,
Polonodon woznikiensis,,,,,,"Tomasz Sulej, Grzegorz Nied?wiedzki, Mateusz Ta?anda, Dawid Dró?d? &
Ewa Hara (2020) A new early Late Triassic non-mammaliaform eucynodont from Poland, Historical
Biology, 32:1, 80-92, DOI: 10.1080/08912963.2018.1471477",unknown teeth,,,
