Accepted.Name,mean.m1.length,mean.m1.width,overall.n.sampled.m1.length,overall.n.sampled.m1.width,measured.m1,ref,notes,Uncertain,alt.body.mass,continent
Blarina brevicauda,1.938333333,1.16,8,8,,Gazin 1933,Gazin 1933a (USNM: Recent),,,
Blarina carolinensis,1.69,0.99,5,5,,Hulbert and Pratt 1998,Hulbert and Pratt 1998 (GSM: Recent),,,
Blastomeryx gemmifer,8.360266667,5.1654,25,25,,Patton 1969,,,,
Blickomylus galushai,8.5,6.1,1,1,,Munthe 1988,Munthe 1988 (UCMP V-69190),,,US
Boreameryx braskerudi,8.8,5.9,1,1,,Dawson and Harington 2007,,,,CA
Borophagus diversidens,32.91,14.53,28,28,,Wang et al. 1999,Wang et al. 1999,,,
Borophagus hilli,29.88,12.52,17,17,,Wang et al. 1999,Wang et al. 1999 (includes type),,,
Borophagus littoralis,26.5,10.76,7,7,,Wang et al. 1999,"Wang et al. 1999 (includes ""Epicyon diabloensis"" material remeasured from Baskin 1998)",,,
Borophagus orc,22.15,9.27,2,2,,Wang et al. 1999,Wang et al. 1999 (includes type),,,
Borophagus parvus,23.76,9.66,56,56,,Wang et al. 1999,Wang et al. 1999,,,
Borophagus pugnator,26.88,10.75,28,28,,Wang et al. 1999,"Wang et al. 1999 (includes ""Osteoborus galushai"" type and referred of Webb 1969b)",,,
Borophagus secundus,26.77333333,11.28666667,238,238,,Wang et al. 1999,Wang et al. 1999 (includes type),,,
Bouromeryx americanus,12.88333333,9.675,5,5,,Dingus 1990,Dingus 1990,,,
Bouromeryx submilleri,12.375,8.4,4,4,,Dingus 1990,Dingus 1990,,,
Brachycrus altiramus,22.4,18.6,1,1,,Thorpe 1937,Thorpe 1937,,,
Brachycrus laticeps,20,18,1,1,,Thorpe 1937,Thorpe 1937,,,
Brachycrus madisonius,18,15.5,1,1,,Thorpe 1937,Thorpe 1937,,,
Brachycrus rusticus,14.7,12.6,1,1,,Thorpe 1937,Thorpe 1937 (Pawnee Creek: figured material of Loomis 1920; repeated by Dougherty 1940b),,,
Brachycrus siouense,16,14,1,1,,Thorpe 1937,Thorpe 1937,,,
Brachyerix hibbardi,2.8,1.8,1,1,,Stevens 1977,Stevens 1977 (type: TMM 40635),,,US
Brachyerix incertis,3,1.7,1,1,,Henshaw 1942,Henshaw 1942 (type: Tonopah),,,US
Brachyerix macrotis,3.7974,1.9388,26,26,,Alroy 2000,Rich 1981 (N of Agate),,,
Brachyerix richi,4.81,2.58,1,1,,Rich 1981,Rich 1981 (Cottonwood Creek)\r\nremeasured by Martin and Lim (2004); original measurements of Rich were 4.8 by 2.2,,,US
Brachyhyops viensis,19.9,15,2,2,,Russell 1980,Russell 1980b (type: Southfork),,,CA
Brachyhyops wyomingensis,15.9,11.65,2,2,,Wilson 1971,Wilson 1971b (Porvenir),,,US
Brachyprotoma obtusata,7.05,2.925,4,4,,Gidley and Gazin 1938,Gidley and Gazin 1938 (Cumberland Cave),,,US
Brachypsalis matutinus,12.7,5.6,1,1,,Henshaw 1942,Henshaw 1942 (Lower Sheep Creek: Matthew 1924),,,
Brachypsalis modicus,14.47223333,7.3611,5,5,,Henshaw 1942,"Henshaw 1942 (Lower Snake Creek: Matthew 1918; close to estimates ""from figure"" of Matthew given by Voorhies 1990)",,,
Brachypsalis pachycephalus,14.2,7.65,2,2,,Henshaw 1942,Henshaw 1942 (type of Cope from Loup Fork),,,
Brachyrhynchocyon dodgei,13.84112,7.22666,13,13,,Clark and Beerbower 1967,Clark and Beerbower 1967,,,
Brachyrhynchocyon montanus,11.4,5.2,1,1,,Hunt 1996,Hunt 1996 (type: Pipestone Springs),,,US
Brievabradys laventensis,7.11,6.96,2,2,,Villarroel 2000,,,,
Brontops dispar,61.2,38.9,1,1,,Lucas and Schoch 1982,Lucas and Schoch 1982,,,
Brontotheriita,43.3,28.2,2,2,,Lucas and Schoch 1982,Lucas and Schoch 1982,,,
Bryanictis microlestes,4.561,2.891,37,37,,Gingerich and Winkler 1985,Gingerich and Winkler 1985 (Rock Bench Quarry),,,US
Bryanictis paulus,3.5,2.4,1,1,,Meehan and Wilson 2002,Meehan and Wilson 2002 (type: Big Pocket),,,US
Bryceomys fumosus,1.55,0.94,44,44,,Eaton 1995,Eaton 1995,,,
Bryceomys hadrosus,2.66,1.61,2,2,,Eaton 1995,Eaton 1995,,,
Bryceomys intermedius,1.88,1.15,6,6,,Eaton and Cifelli 2001,Eaton and Cifelli 2001 (Mussentuchit),,,
Bubodens magnus,12.8,6,1,1,,Wilson 1987,Wilson 1987 (type: Red Owl),,,US
Buisnictis breviramus,5.633333333,2.416666667,4,4,,Hibbard 1941,Hibbard 1941a (type: Rexroad 3),,,
Buisnictis schoffi,5.85,2.4,1,1,,Hibbard 1950,"Hibbard 1950 (""Brachyprotoma breviramus"": Fox Canyon; see Bjork 1970)",,,US
Bunomeryx montanus,5,3.45,2,2,,Gazin 1955,Gazin 1955,,,
Bunophorus etsagicus,7.3,6.16,5,5,,Alroy 2000,Stucky and Krishtalka 1990 (type: remeasured from Sinclair 1914; Bighorn Basin),,,
Bunophorus grangeri,7.394444444,6.038888889,11,11,,Alroy 2000,Stucky and Krishtalka 1990 (type: AMNH Bighorn Basin; remeasured from Sinclair 1914),,,
Bunophorus macropternus,6.266666667,5.25,6,6,,Alroy 2000,Stucky and Krishtalka 1990 (type: remeasured from Sinclair 1914; Bighorn Basin),,,
Bunophorus pattersoni,5.4,5,5,5,,Krishtalka and Stucky 1986,Krishtalka and Stucky 1986,,,
Bunophorus robustus,5.5,4.2,3,3,,Alroy 2000,Stucky and Krishtalka 1990 (AMNH Bighorn Basin: one specimen remeasured from Sinclair 1914),,,
Bunophorus sinclairi,7.24958,6.32021,29,29,,Guthrie 1971,Guthrie 1971 (type: Lost Cabin),,,
Caenolambda jepseni,16.85,14.3,2,2,,Schiebout 1974,Schiebout 1974 (type: TMM 40537; see also Gingerich and Childress 1983),,,
Calippus cerasinus,16.95,8.6,23,23,,Hulbert 1988,Hulbert 1988a (Xmas-Kat: m12),,,
Calippus elachistus,12.9,7.4,6,6,,MacFadden and Hulbert 1990,"MacFadden and Hulbert 1990 (Love Bone Bed; includes Archer sample of Hulbert 1988a, which mixed m1 and m2)",,,US
Calippus hondurensis,15.7,8.5,12,12,,Hulbert 1988,Hulbert 1988a (Gracias: m12),,,
Calippus martini,20.56666667,8.733333333,44,44,,Hulbert 1988,Hulbert 1988a (Clarendon: m12),,,US
Calippus placidus,15.85,8.95,11,11,,Webb 1969,Webb 1969a (Little Beaver B),,,US
Calippus proplacidus,16.3,7.333333333,25,25,,Hulbert 1988,Hulbert 1988a (Devil's Gulch Horse Quarry: m12),,,US
Calippus regulus,14.3,6.9,41,41,,Hulbert 1988,Hulbert 1988a (Clarendon: m12),,,US
Calomys (Bensonomys) arizonae,1.601666667,1.065,9,9,,Tomida 1987,Tomida 1987 (111 Ranch),,,
Calomys (Bensonomys) baskini,1.866666667,1.083333333,5,5,,Lindsay and Jacobs 1985,Lindsay and Jacobs 1985 (type: Concha),,,MX
Calomys (Bensonomys) elachys,1.25,0.8,5,5,,Lindsay and Jacobs 1985,"Lindsay and Jacobs 1985 (Concha, Yepomera)",,,MX
Calomys (Bensonomys) gidleyi,1.411,0.916,7,7,,Baskin 1978,,,,US
Calomys (Bensonomys) meadensis,1.58,0.98,3,3,,Alroy 2000,Martin et al. 2002 (Deer Park B),,,
Calomys (Bensonomys) winklerorum,1.36,0.75,3,3,,Carranza-Castañeda and Walton 1992,,,,MX
Calomys (Bensonomys) yazhi,1.281,0.841,13,13,,Baskin 1978,,,,US
Camelodon arapahovius,6,5,1,1,,Scott 1945,Scott 1945 (type: Granger 1910),,,
Camelops hesternus,32.88333333,21.38,10,10,,Meade 1945,"Meade 1945 (TMM 31181: ""C. cf. kansanus"")",,,US
Camelops minidokae,32.2667,19.9,3,3,,Dalquest 1967,Dalquest 1967 (Slaton),,,US
Campestrallomys dawsonae,2.706666667,2.511666667,9,9,,Storer 2002,Storer 2002b (Kealey Springs: m12),,,CA
Campestrallomys siouxensis,2.4,2.15,1,1,,Korth 1989,Korth 1989c,,,
Caninae,12.5,NA,1,NA,,Villarroel et al. 1996,Estimated length,,,CO
Canis armbrusteri,30.73335,12.5,4,4,,Gidley and Gazin 1938,Gidley and Gazin 1938 (type: Cumberland Cave),,,US
Canis dirus,35.11666667,13.434,116,116,,Schultz 1938,Schultz 1938 (McKittrick),,,
Canis edwardii,25.16666667,10.2111,5,5,,Alroy 2000,Gazin 1942 (type: Curtis Ranch; repeated by Albright 1999c),,,
Canis ferox,19.4,7.5,1,1,,Alroy 2000,Miller and Carranza 1998 (type: Rancho San Martin),,,
Canis latrans,22.15694167,8.476108333,102,102,,Schultz 1938,"Schultz 1938 (McKittrick: ""C. latrans orcutti"")",,,
Canis lepophagus,19.5,7.7,28,28,,Hibbard 1941,Hibbard 1941b (Rexroad 3),,,
Canis lupus,27.95,11.385,23,23,,McGrew 1944,McGrew 1944b,,,
Cantius abditus,4.6,4.275,2,2,,Rose et al. 1999,Rose et al. 1999 (USGS D-2003),,,
Cantius angulatus,3.545,2.855,4,4,,Beard 1988,Beard 1988b (type: Cope 1875),,,
Cantius frugivorus,4.265,3.595,7,7,,Beard 1988,Beard 1988b (San Jose Fm.),,,
Cantius mckennai,4.115,3.4525,22,22,,Davidson 1987,Davidson 1987 (Cooper Lake),,,
Cantius nunienus,4.31,3.3775,94,94,,Gunnell 2002,Gunnell 2002 (South Pass),,,
Cantius ralstoni,3.67,3.14,16,16,,Gingerich and Simons 1977,Gingerich and Simons 1977 (SC-4),,,US
Cantius simonsi,6.2,5.5,1,1,,Gunnell 2002,Gunnell 2002 (type: UM MP-78),,,
Cantius torresi,3.29415,2.85415,4,4,,Gingerich 1995,Gingerich 1995b (type of Gingerich 1986a),,,
Capricamelus gettyi,29.5,11.6,1,1,,Whistler and Webb 2005,,,,US
Capromeryx furcifer,8.525,4.775,4,4,,Hibbard and Taylor 1960,Hibbard and Taylor 1960 (Cragin Quarry),,,US
Capromeryx minor,7,4,1,1,,Schultz 1938,Schultz 1938 (Rancho La Brea),,,
Capromeryx tauntonensis,9.35,5.33,9,9,,Morgan and Morgan 1995,Morgan and Morgan 1995 (Taunton),,,US
Cardiolophus radinskyi,8.55,6.2,2,2,,Gingerich 1991,Gingerich 1991 (type: SC-2),,,US
Cardiolophus semihians,9.1,6.35,1,1,,Gunnell et al. 1992,Gunnell et al. 1992 (Wapiti Valley),,,
Carpocyon compressus,20.94,8.44,17,17,,Wang et al. 1999,Wang et al. 1999 (includes type),,,
Carpocyon robustus,23.84,9.24,11,11,,Wang et al. 1999,Wang et al. 1999 (includes type),,,
Carpocyon webbi,24.65,9.65,11,11,,Wang et al. 1999,Wang et al. 1999,,,
Carpodaptes aulacodon,1.4,1.5,1,1,,Simpson 1935,Simpson 1935c (type: Mason Pocket),,,US
Carpodaptes cygneus,1.3,1.1,2,2,,Fox 2002,Fox 2002b (Swan Hills Site 1),,,CA
Carpodaptes hazelae,1.96,1.61,41,41,,Simpson 1937,Simpson 1937b (type: Scarritt Quarry; includes type; updates Simpson 1936c),,,US
Carpodaptes jepseni,1.95,1.83,5,5,,Bloch et al. 2001,Bloch et al. 2001 (Divide Quarry),,,US
Carpodaptes rosei,1.2,1.2,1,1,,Beard 2000,Beard 2000 (type: Ledge),,,US
Carpodaptes stonleyi,1.445,1.23,40,40,,Bloch et al. 2001,Bloch et al. 2001 (Divide Quarry),,,US
Carpolestes dubius,1.87,1.67,23,23,,Alroy 2000,Rose 1975 (Princeton Quarry),,,
Carpolestes simpsoni,1.75,1.32,17,17,,Bloch and Gingerich 1998,"Bloch and Gingerich 1998 (apparently includes most of ""C. nigridens"" sample of Rose 1981)",,,
Castor californicus,7.775,8.05,5,5,,Wilson 1933,Wilson 1933 (Hagerman),,,
Castor canadensis,7.633333333,8.066666667,12,12,,Barbour 1931,Barbour 1931a (Recent),,,
Castoroides dilophidus,16.1,13.9,1,1,,Morgan and White 1995,Morgan and White 1995,,,
Castoroides ohioensis,16.32,14.16,11,11,,Barbour 1931,"Barbour 1931a (Winchester, IN)",,,
Catonyx cuvieri,31,16.5,2,2,,Cartelle et al. 2009,,,,
Catopsalis alexanderi,8.5875,4.71875,9,9,,Middleton 1982,Middleton 1982 (Alexander),,,US
Catopsalis calgariensis,15.7,8.9,10,10,,Middleton 1982,Middleton 1982 (Shotgun),,,US
Catopsalis fissidens,13,6.7,3,3,,Granger and Simpson 1929,Granger and Simpson 1929 (type: San Juan Basin),,,
Catopsalis foliatus,10.2,4.775,2,2,,Granger and Simpson 1929,Granger and Simpson 1929 (type: San Juan Basin),,,
Catopsalis waddleae,16.4,9.3,1,1,,Buckley 1995,Buckley 1995 (type: Simpson Quarry),,,US
Cedaromys bestia,2.595,1.635,6,6,,Eaton and Cifelli 2001,Eaton and Cifelli 2001 (Mussentuchit),,,
Cedaromys parvus,2.06,1.39,8,8,,Eaton and Cifelli 2001,Eaton and Cifelli 2001 (Mussentuchit),,,
Cedrocherus ryani,2,1.6,1,1,,Gingerich 1983,Gingerich 1983c (type: Cedar Point Quarry),,,US
Cedromus wardi,2.485,2.65,2,2,,Wilson 1949,Wilson 1949b (type: Cedar Creek),,,
Centetodon aztecus,1.74,1.17,2,2,,Kelly and Whistler 1994,Kelly and Whistler 1994,,,
Centetodon bembicophagus,1.5,1,6,6,,Krishtalka and West 1979,"Krishtalka and West 1979 (""C. sp. B"": Bridger Fm.)",,,
Centetodon chadronensis,1.662,1.035,12,12,,Lillegraven and Tabrum 1983,"Lillegraven and Tabrum 1983 (Texas, Wyoming)",,,
Centetodon divaricatus,2.21,1.28,1,1,,Korth 1992,Korth 1992a (McCann Canyon),,,US
Centetodon hendryi,1.6857,1.2143,7,7,,Krishtalka and Setoguchi 1977,"Krishtalka and Setoguchi 1977 (""C. sp. C"": Badwater)",,,
Centetodon kuenzii,1.759,1.087,24,24,,Lillegraven and Tabrum 1983,Lillegraven and Tabrum 1983 (Montana),,,
Centetodon magnus,2.195,1.425,7,7,,Krishtalka and Setoguchi 1977,Krishtalka and Setoguchi 1977 (Badwater),,,
Centetodon marginalis,1.78335,1.05,4,4,,Patterson and McGrew 1937,"Patterson and McGrew 1937 (type, Weld Co.)",,,
Centetodon neashami,2.405,1.65,2,2,,Bown and Schankler 1982,Bown and Schankler 1982 (type),,,
Centetodon patratus,1.955,1.285,2,2,,Bown and Schankler 1982,Bown and Schankler 1982 (type),,,
Centetodon pulcher,2,1.4,6,6,,Krishtalka and West 1979,Krishtalka and West 1979 (Bridger Fm.),,,
Centimanomys major,2.55,2.54,1,1,,Galbreath 1955,Galbreath 1955 (Horsetail Creek),,,US
Cernictis hesperus,10.6,5.1,1,1,,Baskin 2011,,,,US
Cervalces scotti,28,20,1,1,,Alroy 2000,Princeton University specimen reported by Hay 1912,,,
Cervus canadensis,22.4667,16.2333,3,3,,Alroy 2000,Churcher 1984,,,
Ceutholestes dolosus,1.875,1.75,2,2,,Rose and Gingerich 1987,Rose and Gingerich 1987 (type: SC-62),,,US
Chacomylus sladei,2.6,2.25,1,1,,Williamson and Weil 2011,,,,US
Chadrolagus emryi,2,1.8,8,8,,Gawne 1978,Gawne 1978,,,
Chaetodipus hispidus,1.1,1.3,1,1,,Semken 1966,Semken 1966 (Kentuck),,,US
Chalicomomys antelucanus,1,0.9,1,1,,Beard and Houde 1989,Beard and Houde 1989,,,
Chasmaporthetes ossifragus,27.6,11.95,3,3,,Kurten and Werdelin 1988,Kurten and Werdelin 1988 (Cita Canyon),,,US
Chipetaia lamporea,3.6,2.8,1,1,,Rasmussen 1996,Rasmussen 1996 (Gnat-Out-Of-Hell),,,US
Chiromyoides,2.6,2.6,1,1,,Schiebout 1974,"Schiebout 1974 (one specimen of ""Plesiadapis gidleyi"": Joe's Bonebed; see Gingerich 1976)",,,US
Chiromyoides caesor,2.24,2.3,1,1,,Winterfeld 1982,Winterfeld 1982 (Rock Springs Uplift),,,
Chiromyoides minor,2,1.9,1,1,,Gingerich and Dorr 1979,Gingerich and Dorr 1979 (Chappo Type Locality),,,US
Chlororhysis knightensis,2.1,1,1,1,,Gazin 1962,Gazin 1962,,,
Chriacus badgleyi,5.3,3.4,2,2,,Gingerich 1989,Gingerich 1989,,,
Chriacus baldwini,5.208333333,3.746666667,13,13,,Hartman 1986,Hartman 1986 (Cedar Mountain),,,US
Chriacus gallinae,5.41,3.72,1,1,,Kihm 1984,Kihm 1984 (Piceance Creek Basin),,,
Chriacus pelvidens,7.4,5.35,2,2,,Gazin 1956,Gazin 1956a,,,
Chriacus punitor,4.78,3.705,6,6,,Simpson 1935,"Simpson 1935d (type: ""Gidley and Silberling Quarries"")",,,
Chubutomys leucoreios,4.1,3.1,1,1,,Pérez et al. 2010,Anterior width,,,AR
Chumashius balchi,2.5,1.95,2,2,,Gazin 1958,Gazin 1958a (Stock 1933),,,
Churcheria baroni,1.58,1.61,3,3,,Storer 1988,Storer 1988 (Lac Pelletier: m12),,,CA
Cimexomys antiquus,2.15,1.1,2,2,,Fox 1971,Fox 1971a,,,
Cimexomys judithae,1.74,1.205,2,2,,Flynn 1986,Flynn 1986,,,
Cimexomys minor,2.3,1,1,1,,Fox 1971,Fox 1971a,,,
Cimolestes incisus,3.575,2.1,6,6,,Clemens 1973,Clemens 1973 (Lance Formation),,,
Cimolodon electus,3.4,1.95,2,2,,Fox 1971,Fox 1971a,,,
Cimolodon nitidus,4.100875,1.902375,113,113,,Clemens 1964,Clemens 1964a (UCMP V-5620),,,US
Cimolodon similis,3.1,1.7,2,2,,Fox 1971,Fox 1971a,,,
Cimolomys clarki,4.2775,1.95,3,3,,Lillegraven and McKenna 1986,Lillegraven and McKenna 1986 (Barwin Quarry),,,US
Cimolomys gracilis,4.8,2.083333333,16,16,,Clemens 1964,Clemens 1964a (UCMP V-5620),,,US
Citellus (Otospermophilus) argonautus,2.1,2.2,1,1,,Black 1963,Black 1963b,,,
Citellus (Otospermophilus) bensoni,2.12,2.64,1,1,,Tomida 1987,Tomida 1987 (San Simon Power Line),,,US
Citellus (Otospermophilus) gidleyi,1.8,2.2,1,1,,Black 1963,Black 1963b,,,
Clethrionomys gapperi,2.54,1.17,1,1,,Zakrzewski and Maxfield 1971,Zakrzewski and Maxfield 1971 (Duck Creek),,,
Colbertchoerus niobrarensis,14.26666667,11.86666667,14,14,,Colbert 1935,Colbert 1935,,,
Colodon cingulatus,21.1,13.4,1,1,,Bjork 1967,Bjork 1967 (Antelope Creek),,,US
Colodon kayi,11.2,9.3,1,1,,Bjork 1968,Bjork 1968,,,
Colodon occidentalis,15,11.9,2,2,,Bjork 1967,Bjork 1967 (average based on Radinsky 1963),,,
Colodon stovalli,12.8,9.05,2,2,,Wilson and Schiebout 1984,Wilson and Schiebout 1984 (TMM 40209),,,US
Colodon woodi,11.2,10.33333333,5,5,,Black 1979,Black 1979 (Badwater),,,
Colpoclaenus procyonoides,7.7,6.1,1,1,,Gazin 1956,Gazin 1956a,,,
Conacodon cophater,3.1,2.4,1,1,,Eberle and Lillegraven 1998,Eberle and Lillegraven 1998b (UW V-92022),,,US
Conacodon delphae,6.532,4.8,1,1,,Eberle and Lillegraven 1998,Eberle and Lillegraven 1998b (type: Corral Bluffs),,,
Conacodon harbourae,4.85,3.846,1,1,,Eberle and Lillegraven 1998,Eberle and Lillegraven 1998b (type: Alexander),,,
Conacodon kohlbergeri,4.083333333,3.05,3,3,,Alroy 2000,Archibald et al. 1983 (type: San Juan Basin),,,
Conepatus leuconotus,10.13333333,5.6,16,16,,Martin 1978,Martin 1978 (Recent),,,
Conepatus robustus,12.3,7,2,2,,Martin 1978,Martin 1978 (type),,,US
Conoryctella pattersoni,8.133333333,5.566666667,3,3,,Schoch and Lucas 1981,Schoch and Lucas 1981b (type: Kutz Canyon UNM B-1096),,,
Conoryctes comma,9.4,8.1,1,1,,Schoch and Lucas 1981,Schoch and Lucas 1981b (AMNH),,,
Copecion brachypternus,6.84,5.433333333,66,66,,Thewissen 1990,Thewissen 1990 (Bighorn Basin),,,US
Copecion davisi,5.683333333,4.453333333,29,29,,Gingerich 1989,Gingerich 1989,,,
Copedelphys stevensoni,1.12,0.72,1,1,,Korth 1994,Korth 1994a (Cedar Creek),,,
Copedelphys titanelix,1.26,0.78,4,4,,Korth 1994,Korth 1994a (Pipestone),,,
Copelemur australotutus,4.635,3.67,11,11,,Beard 1988,Beard 1988b (type),,,
Copelemur praetutus,4.123333333,3.26,14,14,,Kihm 1984,Kihm 1984 (Piceance Creek Basin),,,
Copelemur tutus,5.135,4.46,5,5,,Gingerich and Simons 1977,Gingerich and Simons 1977 (type: Cope 1877),,,
Copemys barstowensis,1.77,1.18,8,8,,Lindsay 1972,Lindsay 1972,,,
Copemys esmeraldensis,1.838,1.128,21,21,,Clark et al. 1964,Clark et al. 1964,,,
Copemys lindsayi,1.315,1.0275,4,4,,Sutton and Korth 1995,Sutton and Korth 1995,,,
Copemys longidens,1.585716667,1.098033333,78,78,,Klingener 1968,Klingener 1968 (Norden Bridge Quarry),,,US
Copemys loxodon,1.7,1.15,1,1,,Wood 1936,Wood 1936a (type: Santa Fe; repeated by Clark et al. 1964),,,
Copemys pagei,1.39,0.98,11,11,,Shotwell 1967,Shotwell 1967a (UO 2465: presumably includes type),,,US
Copemys pisinnus,1.395,0.983125,9,9,,Alroy 2000,Wilson 1968 (type: WaKeeney),,,
Copemys russelli,1.55,1.11,16,16,,Lindsay 1972,Lindsay 1972 (Barstow Formation),,,
Copemys shotwelli,1.255,0.8375,4,4,,Alroy 2000,Wilson 1968 (type: WaKeeney),,,
Copemys tenuis,1.63,1.07,10,10,,Lindsay 1972,Lindsay 1972 (Barstow Formation),,,
Coriphagus encinensis,3.7,2.8,1,1,,Simpson 1937,Simpson 1937a,,,
Coriphagus montanus,3.25,2.13,6,6,,Simpson 1937,Simpson 1937a,,,
Cormocyon copei,11.1725,5.14,11,11,,Wang et al. 1999,Wang et al. 1999 (includes type),,,
Cormocyon haydeni,10.48,4.25,6,6,,Wang et al. 1999,Wang et al. 1999 (includes type),,,
Cormohipparion emsliei,20.15,9.1,19,19,,Hulbert 1987,Hulbert 1987,,,
Cormohipparion goorisi,17.2,11.1,8,8,,MacFadden and Skinner 1981,MacFadden and Skinner 1981,,,
Cormohipparion ingenuum,18.5,10.25,25,25,,MacFadden and Hulbert 1990,MacFadden and Hulbert 1990 (Love Bone Bed),,,US
Cormohipparion plicatile,20.9,11.1,26,26,,MacFadden and Hulbert 1990,MacFadden and Hulbert 1990 (Love Bone Bed),,,US
Cormohipparion quinni,20.5,11.3,1,1,,Alroy 2000,Woodburne 1996 (type: Devil's Gulch Horse Quarry),,,
Coryphodon armatus,26.1,18.2,9,9,,Uhen and Gingerich 1995,Uhen and Gingerich 1995 (Wyoming),,,
Coryphodon eocaenus,23.8,17.28333333,17,17,,Davidson 1987,Davidson 1987 (Cooper Lake),,,
Coryphodon lobatus,31,22,3,3,,Uhen and Gingerich 1995,Uhen and Gingerich 1995 (Wyoming),,,
Coryphodon proterus,29,22,6,6,,Uhen and Gingerich 1995,Uhen and Gingerich 1995 (Wyoming),,,
Coryphodon radians,28.5,19.8,4,4,,Uhen and Gingerich 1995,Uhen and Gingerich 1995 (Wyoming),,,
Cosomys primus,3.046666667,1.51,105,105,,Hibbard 1949,Hibbard 1949c (Saw Rock Canyon),,,
Cosoryx (Subcosoryx) cerroensis,8.45,6.1,2,2,,Henshaw 1939,Henshaw 1939 (Avawatz Mountains),,,US
Cosoryx furcatus,9.65,4.65,2,2,,Green 1956,Green 1956 (Wolf Creek),,,
Cranioceras teres,17.25,11.3,2,2,,Green 1956,Green 1956 (Wolf Creek),,,
Cranioceras unicornis,17.5,12.85,2,2,,Webb 1969,Webb 1969a (Burge Quarry),,,US
Craseops sylvestris,5.2,4.1,1,1,,Gunnell 1989,"Gunnell 1989 (Sespe Fm., new specimen)",,,US
Cratogeomys sansimonensis,1.7,2.72,2,2,,Tomida 1987,Tomida 1987 (type: San Simon Power Line),,,US
Cricetulodon lucentensis,2.14,1.31,1,1,,Freudenthal et al. 1991,,,,
Crocuta,22,10.3,1,1,,Kurtén 1976,Kurten 1976 (Port Kennedy Cave),,,US
Crucimys milleri,1.633333333,1.333333333,9,9,,Rensberger 1980,Rensberger 1980,,,
Crypholestes vaughni,1.66,1.26,9,9,,Novacek 1976,Novacek 1976,,,
Cryptotis adamsi,1.55,1.1,13,13,,Jones et al. 1984,Jones et al. 1984,,,
Cryptotis kansasensis,2.3,1.3,1,1,,Alroy 2000,Hibbard 1957c (paratype: Norwich),,,US
Cupidinimus avawatzensis,1.2333,1.3,3,3,,Barnosky 1986,Barnosky 1986a (Avawatz Fm.),,,US
Cupidinimus bidahochiensis,1.265,1.5,2,2,,Baskin 1979,,,,US
Cupidinimus boronensis,1.05,1.27,10,10,,Whistler 1984,Whistler 1984 (Boron: includes type),,,US
Cupidinimus halli,0.995,1.14,157,157,,Sutton and Korth 1995,"Sutton and Korth 1995 (includes ""Perognathoides madisonensis"" type of Dorr 1956)",,,
Cupidinimus lindsayi,0.94,0.98,11,11,,Lindsay 1972,"Lindsay 1972 (""C. nebraskensis"": Barstow Formation)",,,
Cupidinimus magnus,1.15,1.51,1,1,,Wood 1936,"Wood 1936c (type, Thousand Creek)",,,US
Cupidinimus nebraskensis,0.956,1.126,12,12,,Wood 1935,Wood 1935 (as repeated by James 1963),,,
Cupidinimus prattensis,1.15,1.44,4,4,,Korth 1998,Korth 1998c (Pratt Quarry),,,US
Cupidinimus tertius,1.1,1.3,1,1,,Korth 1997,Korth 1997b (Blue Jay Quarry),,,
Cupidinimus whitlocki,1.12,1.29,8,8,,Barnosky 1986,Barnosky 1986a (Colter Fm.),,,
Cupressimus barbarae,1.2,1.19,1,1,,Alroy 2000,Storer 1978 (Calf Creek: repeated by Ostrander 1983a),,,
Cuvieronius tropicus,127.1375,87.075,4,4,,Alroy 2000,Osborn 1936 (type),,,
Cuyamalagus dawsoni,2.17,2.13,1,1,,Alroy 2000,Hutchison 1974,,,
Cylindrodon collinus,2.09,2.065,2,2,,Russell 1972,Russell 1972 (type: Calf Creek),,,CA
Cylindrodon fontis,1.87,1.97,24,24,,Black 1965,Black 1965,,,
Cylindrodon nebraskensis,2.29335,2.335,4,4,,Ostrander 1983,Ostrander 1983a (type: Sioux County),,,
Cynarctoides acridens,8.44,3.83,74,74,,Wang et al. 1999,"Wang et al. 1999 (includes specimen remeasured from Frailey 1979, Barbour and Cook 1914)",,,
Cynarctoides emryi,7.62,4,4,4,,Wang et al. 1999,Wang et al. 1999 (includes type),,,
Cynarctoides gawnae,8,3.27,3,3,,Wang et al. 1999,Wang et al. 1999 (includes type),,,
Cynarctoides harlowi,6.6,2.8,1,1,,Wang et al. 1999,Wang et al. 1999 (type),,,
Cynarctoides lemur,7.43,3.38,10,10,,Wang et al. 1999,Wang et al. 1999,,,
Cynarctoides luskensis,7.55,3.35,2,2,,Wang et al. 1999,Wang et al. 1999 (type),,,
Cynarctoides roii,6.52,2.97,12,12,,Wang et al. 1999,Wang et al. 1999 (includes type),,,
Cynarctus crucidens,11.25,5.5,20,20,,Wang et al. 1999,"Wang et al. 1999 (includes type, remeasured from Matthew 1932b)",,,
Cynarctus galushai,15.88,6.38,11,11,,Wang et al. 1999,Wang et al. 1999 (includes type),,,
Cynarctus saxatilis,16.68,7.28,1,1,,Matthew 1902,"Wang et al. 1999 (includes type, remeasured from Matthew 1932b, and referred, remeasured from Voorhies 1990)",,,
